Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
19,"A Reis, D Paulino, V Filipe, J Barroso","Using online artificial vision services to assist the blind-an assessment of microsoft cognitive services and google cloud vision",2018,"Trends and Advances in …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-77712-2_17","https://scholar.google.com/scholar?cites=3312045693481257214&as_sdt=2005&sciodt=2007&hl=en",72,"2024-09-18 20:22:10","","10.1007/978-3-319-77712-2_17","","",,,,,19,3.17,5,4,6,"… to assist the visually impaired, particularly for navigation and … be to the visually impaired, by using them to assist the user to … environment by non-visually impaired researchers; a second …","https://www.researchgate.net/profile/Dennis-Paulino/publication/323994645_Using_Online_Artificial_Vision_Services_to_Assist_the_Blind_-_an_Assessment_of_Microsoft_Cognitive_Services_and_Google_Cloud_Vision/links/5acddf4a4585154f3f41887c/Using-Online-Artificial-Vision-Services-to-Assist-the-Blind-an-Assessment-of-Microsoft-Cognitive-Services-and-Google-Cloud-Vision.pdf","https://scholar.google.com/scholar?q=related:_gjQnwLA9i0J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
6,"H Jabnoun, MA Hashish, F Benzarti","Mobile assistive application for blind people in indoor navigation",2020,"… on Public Health in Developed and …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-51517-1_36","https://scholar.google.com/scholar?cites=6642253182907796578&as_sdt=2005&sciodt=2007&hl=en",73,"2024-09-18 20:22:10","HTML","10.1007/978-3-030-51517-1_36","","",,,,,6,1.50,2,3,4,"… reality and the intelligent navigation based on machine learning and real-time processing. … In order to assist blind and visually impaired people in indoor navigation and facilitate the …","https://link.springer.com/chapter/10.1007/978-3-030-51517-1_36","https://scholar.google.com/scholar?q=related:Ykxt4xMGLlwJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
25,"H Son, D Krishnagiri, VS Jeganathan…","Crosswalk guidance system for the blind",2020,"2020 42nd Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9176623/","https://scholar.google.com/scholar?cites=2630624319854507555&as_sdt=2005&sciodt=2007&hl=en",74,"2024-09-18 20:22:10","","","","",,,,,25,6.25,6,4,4,"… selfcontained detection and guidance system on a commercial, … Our system has been tested with visually impaired subjects … crosswalk navigation system was able to guide blind users …","https://ieeexplore.ieee.org/iel7/9167168/9175149/09176623.pdf","https://scholar.google.com/scholar?q=related:I3ZumuHagSQJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
80,"J Borenstein","The navbelt-a computerized multi-sensor travel aid for active guidance of the blind",1990,"CSUN's Fifth Annual Conference on Technology and …","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=e80826438281209851f4c48a4f58fdc9bfd9b17a","https://scholar.google.com/scholar?cites=15227015376103924282&as_sdt=2005&sciodt=2007&hl=en",75,"2024-09-18 20:22:10","PDF","","","",,,,,80,2.35,80,1,34,"… Travel Aid (ETA) for blind and visually impaired individuals is under development at the University of Michigan. This device, called NavBelt, enables a blind … We used a mobile robot with …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=e80826438281209851f4c48a4f58fdc9bfd9b17a","https://scholar.google.com/scholar?q=related:OuIV8s45UdMJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
30,"MM Valipoor, A De Antonio","Recent trends in computer vision-driven scene understanding for VI/blind users: a systematic mapping",2023,"Universal Access in the Information Society","Springer","https://link.springer.com/article/10.1007/s10209-022-00868-w","https://scholar.google.com/scholar?cites=7105698688354456754&as_sdt=2005&sciodt=2007&hl=en",76,"2024-09-18 20:22:10","HTML","10.1007/s10209-022-00868-w","","",,,,,30,30.00,15,2,1,"… technologies for visually impaired (VI)/blind people has … detection, indoor/outdoor navigation, scene description, text reading… How are computer vision methods used to assist blind users …","https://link.springer.com/article/10.1007/s10209-022-00868-w","https://scholar.google.com/scholar?q=related:spRTOE-DnGIJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"Y Lian, D Liu, W Ji","Survey and analysis of the current status of research in the field of outdoor navigation for the blind",2024,"Disability and Rehabilitation: Assistive …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17483107.2023.2227224","",77,"2024-09-18 20:22:10","","10.1080/17483107.2023.2227224","","",,,,,0,0.00,0,3,1,"… to outdoor travel for blind and visually impaired people (BVIP)… blind navigation mode into four groups, including guide dogs… robot based on PIC technology that can aid visually impaired …","https://www.researchgate.net/profile/Weizhen-Ji/publication/372108057_Survey_and_analysis_of_the_current_status_of_research_in_the_field_of_outdoor_navigation_for_the_blind/links/64ee8dd96d6b3c6a2ba4e596/Survey-and-analysis-of-the-current-status-of-research-in-the-field-of-outdoor-navigation-for-the-blind.pdf","https://scholar.google.com/scholar?q=related:gBpjaEkFMzcJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
22,"H Zhang, C Ye","A visual positioning system for indoor blind navigation",2020,"… IEEE international conference on robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9196782/","https://scholar.google.com/scholar?cites=15614586269027869403&as_sdt=2005&sciodt=2007&hl=en",78,"2024-09-18 20:22:10","","","","",,,,,22,5.50,11,2,4,"… information is used to guide a visually impaired person. The PFL … based in-door blind navigation,” in 28th British Machine Vision … for assisted wayfinding of the visually impaired,” in …","https://drive.google.com/file/d/1PMrQZJSCsptO5cL-eHqk46x7RJ2WFe9p/view","https://scholar.google.com/scholar?q=related:2yIZaHsnstgJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"A Yang, N Tamkittikhun, G Hamilton-Fletcher…","Evaluating the efficacy of UNav: A computer vision-based navigation aid for persons with blindness or low vision",2024,"","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/10400435.2024.2382113","",79,"2024-09-18 20:22:10","","10.1080/10400435.2024.2382113","","",,,,,0,0.00,0,4,1,"… Around 295 million people globally are visually impaired, with 43 million being blind. By … assistive device for mobility (eg white cane or guide dog) and be able to travel without the aid of …","","https://scholar.google.com/scholar?q=related:blEClNuQokwJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
3,"L Zhang, K Jia, J Liu, G Wang, W Huang","Design of Blind Guiding Robot Based on Speed Adaptation and Visual Recognition",2023,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10185057/","https://scholar.google.com/scholar?cites=2718652039697239781&as_sdt=2005&sciodt=2007&hl=en",80,"2024-09-18 20:22:10","","","","",,,,,3,3.00,1,5,1,"… navigation information to the users in dynamic environments. In consideration of the existing shortcomings in blind guidance … among visually impaired individuals, a fixed guide speed is …","https://ieeexplore.ieee.org/iel7/6287639/6514899/10185057.pdf","https://scholar.google.com/scholar?q=related:5Y4LRqCXuiUJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
16,"A Khan, A Khan, M Waleed","Wearable navigation assistance system for the blind and visually impaired",2018,"2018 international conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8855778/","https://scholar.google.com/scholar?cites=7370503345925191474&as_sdt=2005&sciodt=2007&hl=en",81,"2024-09-18 20:22:10","","","","",,,,,16,2.67,5,3,6,"… Blind people mostly use a white cane or a guide … image processing obstacle and person recognition be employed for tac ing further real-life problems associated with the travel of blind …","https://www.researchgate.net/profile/Muhammad-Waleed-Khan-9/publication/336257165_Wearable_Navigation_Assistance_System_for_the_Blind_and_Visually_Impaired/links/5d9ef300458515df0ae92855/Wearable-Navigation-Assistance-System-for-the-Blind-and-Visually-Impaired.pdf","https://scholar.google.com/scholar?q=related:MveyFb5JSWYJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
17,"BN Ilag, YA Athave","Design review of smart stick for the blind equipped with obstacle detection and identification using artificial intelligence",2019,"International Journal of Computer …","researchgate.net","https://www.researchgate.net/profile/Balu-N-Ilag/publication/332379082_A_Design_review_of_Smart_Stick_for_the_Blind_Equipped_with_Obstacle_Detection_and_Identification_using_Artificial_Intelligence/links/5ceeb62d4585153c3da52dbc/A-Design-review-of-Smart-Stick-for-the-Blind-Equipped-with-Obstacle-Detection-and-Identification-using-Artificial-Intelligence.pdf","https://scholar.google.com/scholar?cites=5202559209731193268&as_sdt=2005&sciodt=2007&hl=en",82,"2024-09-18 20:22:10","PDF","","","",,,,,17,3.40,9,2,5,"… who are visually impaired, 39 million of whom are blind, and … can provide intelligent navigation capabilities to the blind. This … visually impaired persons in Australia have guide dogs (10). …","https://www.researchgate.net/profile/Balu-N-Ilag/publication/332379082_A_Design_review_of_Smart_Stick_for_the_Blind_Equipped_with_Obstacle_Detection_and_Identification_using_Artificial_Intelligence/links/5ceeb62d4585153c3da52dbc/A-Design-review-of-Smart-Stick-for-the-Blind-Equipped-with-Obstacle-Detection-and-Identification-using-Artificial-Intelligence.pdf","https://scholar.google.com/scholar?q=related:tPn2cgk0M0gJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
60,"M Martinez, A Roitberg, D Koester…","Using technology developed for autonomous cars to help navigate blind people",2017,"… Computer Vision …","openaccess.thecvf.com","https://openaccess.thecvf.com/content_ICCV_2017_workshops/w22/html/Martinez_Using_Technology_Developed_ICCV_2017_paper.html","https://scholar.google.com/scholar?cites=12539456038704158715&as_sdt=2005&sciodt=2007&hl=en",83,"2024-09-18 20:22:10","","","","",,,,,60,8.57,15,4,7,"… -of-concept: Stixel-based obstacle detection re-applied to assist visually impaired people. … cars and navigation aids for the visually impaired. To help navigate visually impaired people …","http://openaccess.thecvf.com/content_ICCV_2017_workshops/papers/w22/Martinez_Using_Technology_Developed_ICCV_2017_paper.pdf","https://scholar.google.com/scholar?q=related:-5eWj9QYBa4J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
21,"V Tiponut, D Ianchis, M Bash, Z Haraszy","Work directions and new results in electronic travel aids for blind and visually impaired people",2010,"… on Systems: part of the 14th …","dl.acm.org","https://dl.acm.org/doi/abs/10.5555/1984140.1984210","https://scholar.google.com/scholar?cites=11287393284709410802&as_sdt=2005&sciodt=2007&hl=en",84,"2024-09-18 20:22:10","","10.5555/1984140.1984210","","",,,,,21,1.50,5,4,14,"… In the last years, the traditional tools used by visually impaired to navigate in real outdoor … with electronic travel aids (ETA). These devices are capable to improve the mobility of blind ... …","","https://scholar.google.com/scholar?q=related:8uc7p2PgpJwJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
2,"S Vorapatratorn","AI-based obstacle detection and navigation for the blind using convolutional neural network",2021,"2021 25th International Computer Science …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9684607/","https://scholar.google.com/scholar?cites=17129315271712339298&as_sdt=2005&sciodt=2007&hl=en",85,"2024-09-18 20:22:10","","","","",,,,,2,0.67,2,1,3,"… , guide dogs and long canes are wellknown mobility aids. … A stereo camera and a machine learning system were used to … , “GPS-Based navigation systems for the visually impaired”, In: …","","https://scholar.google.com/scholar?q=related:YnUWEHyNt-0J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
24,"R Tapu, B Mocanu, T Zaharia","Seeing without sight-an automatic cognition system dedicated to blind and visually impaired people",2017,"… on Computer Vision …","openaccess.thecvf.com","https://openaccess.thecvf.com/content_ICCV_2017_workshops/w22/html/Tapu_Seeing_Without_Sight_ICCV_2017_paper.html","https://scholar.google.com/scholar?cites=690206605375202089&as_sdt=2005&sciodt=2007&hl=en",86,"2024-09-18 20:22:10","","","","",,,,,24,3.43,8,3,7,"… system, based on computer vision algorithms and deep convolutional neural networks, designed to assist the visually impaired (VI) users during navigation in highly dynamic urban …","http://openaccess.thecvf.com/content_ICCV_2017_workshops/papers/w22/Tapu_Seeing_Without_Sight_ICCV_2017_paper.pdf","https://scholar.google.com/scholar?q=related:KWMEL0AblAkJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
39,"MA Hersh, MA Johnson","A Robotic Guide for Blind People. Part 1. A Multi‐National Survey of the Attitudes, Requirements and Preferences of Potential End‐Users",2010,"Applied Bionics and Biomechanics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1080/11762322.2010.523626","https://scholar.google.com/scholar?cites=3588289618634204270&as_sdt=2005&sciodt=2007&hl=en",87,"2024-09-18 20:22:10","","10.1080/11762322.2010.523626","","",,,,,39,2.79,20,2,14,"… 300 interviews with blind, visually impaired and deafblind people … high-tech travel aids are not used by blind and visually impaired … and information as to their preferences for the robot’s …","https://onlinelibrary.wiley.com/doi/pdf/10.1080/11762322.2010.523626","https://scholar.google.com/scholar?q=related:buTphWUqzDEJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
