IDCLIENTE;EVOLUCION_LCR;DIAS_MORA;COMPORT_INTERNO;ACTIVIDAD;EST_CIVIL;EDAD;RENTA;SEXO;TIPO_VIVIENDA;Salario_Anual;Monto_inicial;
721;Mantiene Cupo;48;Buen Cliente;Dependiente;Casado;63;2197;M;Propia; $109.850 ; $10.985 ;
722;Mantiene Cupo;15;Buen Cliente;Dependiente;Casado;36;1738;M;Propia; $86.900 ; $8.690 ;
723;Aumenta Cupo;21;Buen Cliente;Dependiente;Casado;33;1488;M;Propia; $74.400 ; $7.440 ;
724;Aumenta Cupo;36;Mal Cliente;Dependiente;Casado;44;3679;M;Propia; $183.950 ; $18.395 ;
725;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;30;4027;M;Propia; $201.350 ; $20.135 ;
726;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;54;1132;F;Propia; $119.992 ; $11.999 ;
727;Aumenta Cupo;21;Buen Cliente;Independiente;Soltero;37;1177;F;Arrienda; $124.762 ; $24.952 ;
728;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;35;1231;M;Propia; $130.486 ; $26.097 ;
729;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;46;1151;M;Propia; $122.006 ; $12.201 ;
730;Mantiene Cupo;17;Mal Cliente;Dependiente;Casado;46;2519;M;Propia; $125.950 ; $12.595 ;
731;Mantiene Cupo;42;Mal Cliente;Dependiente;Casado;46;1975;M;Propia; $98.750 ; $9.875 ;
732;Aumenta Cupo;13;Mal Cliente;Independiente;Casado;37;8079;M;Propia; $403.950 ; $80.790 ;
733;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;41;3949;M;Propia; $197.450 ; $19.745 ;
734;Disminuye Cupo;15;Mal Cliente;Independiente;Casado;37;1796;F;Arrienda; $89.800 ; $17.960 ;
735;Disminuye Cupo;36;Buen Cliente;Dependiente;Casado;46;10927;M;Propia; $546.350 ; $54.635 ;
736;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;27;3374;M;Arrienda; $357.644 ; $35.764 ;
737;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;36;1681;M;Propia; $84.050 ; $8.405 ;
738;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;29;2411;M;Propia; $255.566 ; $25.557 ;
739;Mantiene Cupo;15;Buen Cliente;Dependiente;Soltero;45;2308;M;Propia; $244.648 ; $24.465 ;
740;Mantiene Cupo;20;Mal Cliente;Dependiente;Soltero;37;1671;F;Propia; $177.126 ; $17.713 ;
741;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;31;1838;F;Arrienda; $194.828 ; $19.483 ;
742;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;32;2729;M;Arrienda; $289.274 ; $28.927 ;
743;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;51;1708;F;Propia; $85.400 ; $8.540 ;
744;Aumenta Cupo;30;Buen Cliente;Dependiente;Soltero;33;1853;M;Propia; $196.418 ; $19.642 ;
745;Aumenta Cupo;30;Buen Cliente;Dependiente;Soltero;32;7018;F;Arrienda; $743.908 ; $74.391 ;
746;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;29;8208;F;Propia; $870.048 ; $87.005 ;
747;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;29;793;M;Propia; $39.650 ; $3.965 ;
748;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;36;2041;M;Propia; $216.346 ; $21.635 ;
749;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;37;1964;F;Arrienda; $208.184 ; $20.818 ;
750;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;37;4100;M;Arrienda; $205.000 ; $20.500 ;
751;Mantiene Cupo;36;Buen Cliente;Independiente;Casado;35;4049;M;Propia; $202.450 ; $40.490 ;
752;Disminuye Cupo;9;Buen Cliente;Independiente;Soltero;32;908;M;Propia; $96.248 ; $19.250 ;
753;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;32;7843;M;Propia; $831.358 ; $83.136 ;
754;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;32;1497;F;Arrienda; $74.850 ; $7.485 ;
755;Mantiene Cupo;6;Buen Cliente;Independiente;Casado;57;1921;M;Propia; $96.050 ; $19.210 ;
756;Disminuye Cupo;15;Mal Cliente;Independiente;Soltero;33;1656;M;Propia; $175.536 ; $35.107 ;
757;Disminuye Cupo;24;Buen Cliente;Independiente;Casado;34;1157;M;Propia; $57.850 ; $11.570 ;
758;Disminuye Cupo;12;Mal Cliente;Independiente;Soltero;24;1953;M;Propia; $207.018 ; $41.404 ;
759;Mantiene Cupo;30;Buen Cliente;Independiente;Soltero;36;1487;F;Arrienda; $157.622 ; $31.524 ;
760;Mantiene Cupo;36;Buen Cliente;Independiente;Casado;45;3631;M;Arrienda; $181.550 ; $36.310 ;
761;Mantiene Cupo;0;Buen Cliente;Dependiente;Soltero;39;5831;M;Propia; $618.086 ; $61.809 ;
762;Disminuye Cupo;18;Buen Cliente;Dependiente;Casado;43;1841;M;Propia; $92.050 ; $9.205 ;
763;Aumenta Cupo;21;Mal Cliente;Independiente;Casado;36;2363;F;Arrienda; $118.150 ; $23.630 ;
764;Mantiene Cupo;16;Buen Cliente;Dependiente;Casado;34;7616;M;Propia; $380.800 ; $38.080 ;
765;Aumenta Cupo;24;Buen Cliente;Independiente;Casado;48;1859;M;Propia; $92.950 ; $18.590 ;
766;Aumenta Cupo;9;Buen Cliente;Dependiente;Soltero;33;3428;M;Propia; $363.368 ; $36.337 ;
767;Mantiene Cupo;39;Buen Cliente;Dependiente;Casado;55;1426;M;Propia; $71.300 ; $7.130 ;
768;Aumenta Cupo;18;Buen Cliente;Independiente;Casado;38;2825;M;Propia; $141.250 ; $28.250 ;
769;Mantiene Cupo;9;Mal Cliente;Independiente;Soltero;29;972;M;Propia; $103.032 ; $20.606 ;
770;Disminuye Cupo;15;Buen Cliente;Dependiente;Casado;44;1604;F;Arrienda; $80.200 ; $8.020 ;
771;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;34;1619;M;Propia; $171.614 ; $17.161 ;
772;Disminuye Cupo;9;Buen Cliente;Independiente;Soltero;29;1226;M;Propia; $129.956 ; $25.991 ;
773;Disminuye Cupo;18;Buen Cliente;Dependiente;Casado;29;1772;F;Propia; $88.600 ; $8.860 ;
774;Disminuye Cupo;36;Buen Cliente;Independiente;Casado;42;1625;M;Propia; $81.250 ; $16.250 ;
775;Disminuye Cupo;36;Buen Cliente;Independiente;Casado;50;2583;M;Propia; $129.150 ; $25.830 ;
776;Disminuye Cupo;36;Buen Cliente;Independiente;Casado;32;2279;F;Arrienda; $113.950 ; $22.790 ;
777;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;31;1167;M;Arrienda; $123.702 ; $12.370 ;
778;Disminuye Cupo;6;Buen Cliente;Dependiente;Casado;59;1951;M;Arrienda; $97.550 ; $9.755 ;
779;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;31;1650;F;Propia; $174.900 ; $17.490 ;
780;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;30;3645;M;Propia; $386.370 ; $38.637 ;
781;Mantiene Cupo;30;Buen Cliente;Dependiente;Casado;39;2005;M;Propia; $100.250 ; $10.025 ;
782;Disminuye Cupo;24;Mal Cliente;Dependiente;Soltero;26;2337;F;Propia; $247.722 ; $24.772 ;
783;Mantiene Cupo;36;Buen Cliente;Independiente;Casado;50;1714;M;Propia; $85.700 ; $17.140 ;
784;Mantiene Cupo;6;Mal Cliente;Dependiente;Casado;24;1296;F;Arrienda; $64.800 ; $6.480 ;
785;Disminuye Cupo;12;Mal Cliente;Dependiente;Soltero;33;1982;M;Arrienda; $210.092 ; $21.009 ;
786;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;32;1385;M;Propia; $146.810 ; $14.681 ;
787;Mantiene Cupo;6;Mal Cliente;Independiente;Soltero;25;2892;F;Arrienda; $306.552 ; $61.310 ;
788;Mantiene Cupo;15;Buen Cliente;Dependiente;Casado;36;4040;F;Propia; $202.000 ; $20.200 ;
789;Mantiene Cupo;24;Mal Cliente;Independiente;Soltero;31;2738;M;Propia; $290.228 ; $58.046 ;
790;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;37;1068;F;Arrienda; $53.400 ; $5.340 ;
791;Mantiene Cupo;15;Mal Cliente;Independiente;Casado;40;1150;F;Arrienda; $57.500 ; $11.500 ;
792;Mantiene Cupo;15;Buen Cliente;Dependiente;Casado;44;1336;F;Arrienda; $66.800 ; $6.680 ;
793;Disminuye Cupo;24;Mal Cliente;Dependiente;Soltero;32;1240;M;Arrienda; $131.440 ; $13.144 ;
794;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;35;1216;F;Arrienda; $128.896 ; $12.890 ;
795;Mantiene Cupo;30;Buen Cliente;Independiente;Soltero;29;2662;M;Propia; $282.172 ; $56.434 ;
796;Mantiene Cupo;38;Mal Cliente;Independiente;Soltero;30;7758;M;Propia; $822.348 ; $164.470 ;
797;Mantiene Cupo;18;Buen Cliente;Dependiente;Casado;38;4423;M;Propia; $221.150 ; $22.115 ;
798;Mantiene Cupo;21;Buen Cliente;Dependiente;Soltero;31;7868;M;Arrienda; $834.008 ; $83.401 ;
799;Disminuye Cupo;24;Buen Cliente;Independiente;Soltero;38;2391;F;Arrienda; $253.446 ; $50.689 ;
800;Mantiene Cupo;24;Buen Cliente;Independiente;Soltero;42;2895;M;Propia; $306.870 ; $61.374 ;
801;Disminuye Cupo;22;Buen Cliente;Independiente;Casado;38;6918;F;Arrienda; $345.900 ; $69.180 ;
802;Disminuye Cupo;24;Buen Cliente;Independiente;Casado;28;7824;F;Arrienda; $391.200 ; $78.240 ;
803;Disminuye Cupo;24;Buen Cliente;Independiente;Soltero;28;4262;F;Arrienda; $451.772 ; $90.354 ;
804;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;28;1874;F;Arrienda; $198.644 ; $39.729 ;
805;Disminuye Cupo;12;Buen Cliente;Independiente;Soltero;38;2478;F;Propia; $262.668 ; $52.534 ;
806;Disminuye Cupo;24;Buen Cliente;Independiente;Soltero;27;2434;F;Arrienda; $258.004 ; $51.601 ;
807;Mantiene Cupo;18;Mal Cliente;Independiente;Soltero;31;1449;F;Arrienda; $153.594 ; $30.719 ;
808;Disminuye Cupo;30;Buen Cliente;Independiente;Casado;46;7859;M;Propia; $392.950 ; $78.590 ;
809;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;58;2636;M;Propia; $131.800 ; $13.180 ;
810;Disminuye Cupo;6;Mal Cliente;Dependiente;Casado;30;1387;F;Arrienda; $69.350 ; $6.935 ;
811;Mantiene Cupo;65;Buen Cliente;Independiente;Casado;56;4322;M;Propia; $216.100 ; $43.220 ;
812;Disminuye Cupo;60;Buen Cliente;Independiente;Soltero;52;3451;M;Propia; $365.806 ; $73.161 ;
813;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;31;2042;F;Arrienda; $216.452 ; $21.645 ;
814;Disminuye Cupo;18;Buen Cliente;Dependiente;Casado;38;1635;F;Arrienda; $81.750 ; $8.175 ;
815;Mantiene Cupo;9;Mal Cliente;Dependiente;Casado;30;4062;F;Arrienda; $203.100 ; $20.310 ;
816;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;41;1526;F;Arrienda; $76.300 ; $7.630 ;
817;Mantiene Cupo;10;Buen Cliente;Independiente;Casado;28;3061;F;Arrienda; $153.050 ; $30.610 ;
818;Disminuye Cupo;12;Buen Cliente;Independiente;Soltero;27;1761;M;Propia; $186.666 ; $37.333 ;
819;Mantiene Cupo;8;Buen Cliente;Dependiente;Casado;38;1376;F;Arrienda; $68.800 ; $6.880 ;
820;Aumenta Cupo;9;Buen Cliente;Dependiente;Soltero;30;1699;F;Arrienda; $180.094 ; $18.009 ;
821;Mantiene Cupo;0;Buen Cliente;Dependiente;Casado;47;2045;M;Propia; $102.250 ; $10.225 ;
822;Disminuye Cupo;61;Buen Cliente;Dependiente;Casado;56;8264;M;Propia; $413.200 ; $41.320 ;
823;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;33;2190;M;Arrienda; $232.140 ; $23.214 ;
824;Disminuye Cupo;21;Buen Cliente;Dependiente;Casado;33;1690;F;Arrienda; $84.500 ; $8.450 ;
825;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;45;2530;F;Arrienda; $268.180 ; $26.818 ;
826;Mantiene Cupo;6;Buen Cliente;Independiente;Casado;35;4282;M;Propia; $214.100 ; $42.820 ;
827;Mantiene Cupo;48;Mal Cliente;Independiente;Casado;58;3636;M;Propia; $181.800 ; $36.360 ;
828;Disminuye Cupo;12;Buen Cliente;Independiente;Casado;50;3346;M;Propia; $167.300 ; $33.460 ;
829;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;40;7577;M;Propia; $378.850 ; $37.885 ;
830;Mantiene Cupo;50;Buen Cliente;Dependiente;Casado;62;968;F;Arrienda; $48.400 ; $4.840 ;
831;Mantiene Cupo;36;Mal Cliente;Dependiente;Casado;36;2310;F;Arrienda; $115.500 ; $11.550 ;
832;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;31;10016;M;Propia; $1.061.696 ; $106.170 ;
833;Aumenta Cupo;36;Buen Cliente;Independiente;Soltero;36;1151;M;Propia; $122.006 ; $24.401 ;
834;Mantiene Cupo;36;Buen Cliente;Dependiente;Casado;50;3380;M;Propia; $169.000 ; $16.900 ;
835;Aumenta Cupo;6;Buen Cliente;Dependiente;Casado;34;1955;F;Arrienda; $97.750 ; $9.775 ;
836;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;45;6688;F;Arrienda; $708.928 ; $70.893 ;
837;Aumenta Cupo;18;Mal Cliente;Independiente;Casado;29;7647;M;Propia; $382.350 ; $76.470 ;
838;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;48;2331;M;Arrienda; $116.550 ; $11.655 ;
839;Aumenta Cupo;18;Mal Cliente;Independiente;Soltero;37;2330;M;Propia; $246.980 ; $49.396 ;
840;Aumenta Cupo;12;Buen Cliente;Independiente;Casado;41;2839;F;Arrienda; $141.950 ; $28.390 ;
841;Disminuye Cupo;62;Buen Cliente;Dependiente;Casado;44;2417;M;Propia; $120.850 ; $12.085 ;
842;Mantiene Cupo;18;Buen Cliente;Dependiente;Casado;42;3830;M;Propia; $191.500 ; $19.150 ;
843;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;34;1905;F;Arrienda; $201.930 ; $20.193 ;
844;Mantiene Cupo;24;Buen Cliente;Independiente;Soltero;48;1180;M;Propia; $125.080 ; $25.016 ;
845;Mantiene Cupo;24;Buen Cliente;Independiente;Casado;42;4429;M;Propia; $221.450 ; $44.290 ;
846;Mantiene Cupo;27;Buen Cliente;Dependiente;Casado;36;1745;M;Propia; $87.250 ; $8.725 ;
847;Mantiene Cupo;30;Buen Cliente;Dependiente;Casado;29;1357;M;Propia; $67.850 ; $6.785 ;
848;Mantiene Cupo;60;Mal Cliente;Independiente;Casado;47;2165;F;Arrienda; $108.250 ; $21.650 ;
849;Mantiene Cupo;36;Buen Cliente;Dependiente;Soltero;37;1457;F;Arrienda; $154.442 ; $15.444 ;
850;Mantiene Cupo;36;Buen Cliente;Dependiente;Casado;46;1852;M;Propia; $92.600 ; $9.260 ;
851;Mantiene Cupo;45;Buen Cliente;Dependiente;Casado;52;2452;M;Propia; $122.600 ; $12.260 ;
852;Disminuye Cupo;12;Mal Cliente;Dependiente;Casado;20;1551;F;Arrienda; $77.550 ; $7.755 ;
853;Mantiene Cupo;24;Buen Cliente;Independiente;Soltero;36;1344;M;Arrienda; $142.464 ; $28.493 ;
854;Mantiene Cupo;24;Buen Cliente;Independiente;Casado;37;2027;M;Propia; $101.350 ; $20.270 ;
855;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;39;1924;F;Propia; $96.200 ; $9.620 ;
856;Disminuye Cupo;50;Buen Cliente;Independiente;Casado;45;5883;M;Propia; $294.150 ; $58.830 ;
857;Disminuye Cupo;24;Mal Cliente;Dependiente;Casado;31;1860;M;Propia; $93.000 ; $9.300 ;
858;Disminuye Cupo;58;Buen Cliente;Dependiente;Soltero;33;1827;M;Arrienda; $193.662 ; $19.366 ;
859;Disminuye Cupo;42;Buen Cliente;Dependiente;Casado;38;10307;M;Propia; $515.350 ; $51.535 ;
860;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;42;812;F;Propia; $86.072 ; $8.607 ;
861;Aumenta Cupo;65;Buen Cliente;Independiente;Casado;38;10672;M;Arrienda; $533.600 ; $106.720 ;
862;Disminuye Cupo;45;Buen Cliente;Independiente;Casado;46;1780;F;Arrienda; $89.000 ; $17.800 ;
863;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;31;1134;F;Propia; $56.700 ; $5.670 ;
864;Aumenta Cupo;18;Buen Cliente;Independiente;Casado;34;2809;M;Propia; $140.450 ; $28.090 ;
865;Disminuye Cupo;40;Buen Cliente;Dependiente;Soltero;34;8315;M;Propia; $881.390 ; $88.139 ;
866;Mantiene Cupo;15;Buen Cliente;Dependiente;Casado;32;3360;M;Propia; $168.000 ; $16.800 ;
867;Mantiene Cupo;12;Buen Cliente;Independiente;Casado;36;3959;F;Arrienda; $197.950 ; $39.590 ;
868;Mantiene Cupo;36;Buen Cliente;Dependiente;Soltero;42;3467;F;Propia; $367.502 ; $36.750 ;
869;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;28;2107;F;Arrienda; $105.350 ; $10.535 ;
870;Mantiene Cupo;24;Buen Cliente;Independiente;Casado;38;1614;F;Arrienda; $80.700 ; $16.140 ;
871;Disminuye Cupo;2;Buen Cliente;Dependiente;Casado;34;1643;M;Propia; $82.150 ; $8.215 ;
872;Aumenta Cupo;36;Buen Cliente;Independiente;Casado;59;5821;F;Arrienda; $291.050 ; $58.210 ;
873;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;28;1158;F;Arrienda; $57.900 ; $5.790 ;
874;Aumenta Cupo;36;Buen Cliente;Independiente;Casado;46;2972;M;Arrienda; $148.600 ; $29.720 ;
875;Mantiene Cupo;24;Mal Cliente;Dependiente;Soltero;55;5629;F;Arrienda; $596.674 ; $59.667 ;
876;Mantiene Cupo;50;Buen Cliente;Independiente;Casado;52;2478;F;Propia; $123.900 ; $24.780 ;
877;Mantiene Cupo;30;Buen Cliente;Independiente;Soltero;32;1824;F;Propia; $193.344 ; $38.669 ;
878;Disminuye Cupo;48;Buen Cliente;Dependiente;Casado;60;1739;F;Arrienda; $86.950 ; $8.695 ;
879;Disminuye Cupo;9;Buen Cliente;Dependiente;Casado;39;3162;F;Arrienda; $158.100 ; $15.810 ;
880;Disminuye Cupo;24;Mal Cliente;Independiente;Soltero;32;1425;M;Propia; $151.050 ; $30.210 ;
881;Disminuye Cupo;18;Buen Cliente;Dependiente;Soltero;28;1059;M;Propia; $112.254 ; $11.225 ;
882;Mantiene Cupo;9;Mal Cliente;Dependiente;Casado;30;5238;M;Propia; $261.900 ; $26.190 ;
883;Disminuye Cupo;48;Buen Cliente;Independiente;Casado;38;2070;M;Propia; $103.500 ; $20.700 ;
884;Mantiene Cupo;15;Mal Cliente;Independiente;Casado;34;2295;F;Propia; $114.750 ; $22.950 ;
885;Mantiene Cupo;15;Buen Cliente;Independiente;Soltero;28;2343;F;Arrienda; $248.358 ; $49.672 ;
886;Mantiene Cupo;0;Buen Cliente;Independiente;Casado;36;11073;M;Propia; $553.650 ; $110.730 ;
887;Disminuye Cupo;24;Buen Cliente;Independiente;Soltero;30;2699;F;Arrienda; $286.094 ; $57.219 ;
888;Disminuye Cupo;36;Buen Cliente;Dependiente;Casado;38;1408;F;Arrienda; $70.400 ; $7.040 ;
889;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;34;9727;F;Arrienda; $486.350 ; $48.635 ;
890;Mantiene Cupo;36;Buen Cliente;Dependiente;Soltero;39;6764;M;Propia; $716.984 ; $71.698 ;
891;Mantiene Cupo;21;Buen Cliente;Independiente;Soltero;49;1976;M;Propia; $209.456 ; $41.891 ;
892;Disminuye Cupo;36;Buen Cliente;Dependiente;Casado;46;4040;M;Propia; $202.000 ; $20.200 ;
893;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;33;2322;F;Propia; $246.132 ; $24.613 ;
894;Disminuye Cupo;18;Buen Cliente;Dependiente;Casado;33;1883;F;Arrienda; $94.150 ; $9.415 ;
895;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;32;8332;F;Arrienda; $883.192 ; $88.319 ;
896;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;46;4619;F;Arrienda; $489.614 ; $48.961 ;
897;Aumenta Cupo;21;Buen Cliente;Independiente;Casado;36;4409;M;Propia; $220.450 ; $44.090 ;
898;Aumenta Cupo;27;Buen Cliente;Independiente;Soltero;29;3599;F;Arrienda; $381.494 ; $76.299 ;
899;Mantiene Cupo;27;Buen Cliente;Independiente;Soltero;28;2247;M;Propia; $238.182 ; $47.636 ;
900;Aumenta Cupo;10;Buen Cliente;Independiente;Soltero;29;4722;M;Propia; $500.532 ; $100.106 ;
901;Disminuye Cupo;24;Buen Cliente;Independiente;Soltero;30;3407;M;Propia; $361.142 ; $72.228 ;
902;Disminuye Cupo;12;Buen Cliente;Independiente;Soltero;31;6869;M;Propia; $728.114 ; $145.623 ;
903;Mantiene Cupo;36;Buen Cliente;Independiente;Soltero;33;6593;M;Propia; $698.858 ; $139.772 ;
904;Disminuye Cupo;18;Buen Cliente;Dependiente;Soltero;33;2047;M;Propia; $216.982 ; $21.698 ;
905;Disminuye Cupo;18;Mal Cliente;Dependiente;Casado;36;16307;F;Arrienda; $815.350 ; $81.535 ;
906;Disminuye Cupo;18;Buen Cliente;Dependiente;Casado;44;2673;F;Arrienda; $133.650 ; $13.365 ;
907;Disminuye Cupo;18;Mal Cliente;Dependiente;Casado;37;2953;M;Propia; $147.650 ; $14.765 ;
908;Disminuye Cupo;30;Buen Cliente;Dependiente;Casado;36;4801;F;Arrienda; $240.050 ; $24.005 ;
909;Disminuye Cupo;24;Buen Cliente;Independiente;Casado;29;1204;M;Propia; $60.200 ; $12.040 ;
910;Disminuye Cupo;52;Mal Cliente;Dependiente;Casado;56;2874;M;Propia; $143.700 ; $14.370 ;
911;Disminuye Cupo;24;Buen Cliente;Independiente;Casado;29;2877;M;Propia; $143.850 ; $28.770 ;
912;Disminuye Cupo;12;Buen Cliente;Independiente;Soltero;36;1666;M;Propia; $176.596 ; $35.319 ;
913;Disminuye Cupo;59;Buen Cliente;Dependiente;Casado;55;1203;M;Propia; $60.150 ; $6.015 ;
914;Disminuye Cupo;36;Mal Cliente;Dependiente;Casado;46;1040;M;Propia; $52.000 ; $5.200 ;
915;Disminuye Cupo;24;Mal Cliente;Dependiente;Casado;51;1864;M;Propia; $93.200 ; $9.320 ;
916;Disminuye Cupo;18;Buen Cliente;Dependiente;Soltero;30;1035;M;Propia; $109.710 ; $10.971 ;
917;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;30;1163;F;Arrienda; $123.278 ; $12.328 ;
918;Mantiene Cupo;12;Mal Cliente;Dependiente;Soltero;38;1542;F;Arrienda; $163.452 ; $16.345 ;
919;Disminuye Cupo;59;Mal Cliente;Dependiente;Casado;44;1332;M;Propia; $66.600 ; $6.660 ;
920;Disminuye Cupo;1;Buen Cliente;Dependiente;Casado;52;1316;M;Propia; $65.800 ; $6.580 ;
921;Disminuye Cupo;24;Mal Cliente;Dependiente;Casado;35;2865;M;Propia; $143.250 ; $14.325 ;
922;Disminuye Cupo;12;Mal Cliente;Independiente;Soltero;30;2551;M;Propia; $270.406 ; $54.081 ;
923;Disminuye Cupo;24;Buen Cliente;Independiente;Casado;38;1751;F;Arrienda; $87.550 ; $17.510 ;
924;Disminuye Cupo;27;Mal Cliente;Independiente;Soltero;32;1210;M;Propia; $128.260 ; $25.652 ;
925;Disminuye Cupo;21;Buen Cliente;Dependiente;Casado;31;1075;M;Propia; $53.750 ; $5.375 ;
926;Disminuye Cupo;18;Buen Cliente;Dependiente;Casado;36;1773;F;Arrienda; $88.650 ; $8.865 ;
927;Disminuye Cupo;24;Mal Cliente;Independiente;Casado;36;934;M;Propia; $46.700 ; $9.340 ;
928;Disminuye Cupo;12;Buen Cliente;Dependiente;Casado;43;1987;F;Propia; $99.350 ; $9.935 ;
929;Disminuye Cupo;60;Buen Cliente;Dependiente;Casado;48;2664;M;Propia; $133.200 ; $13.320 ;
930;Mantiene Cupo;48;Mal Cliente;Independiente;Casado;58;1971;M;Propia; $98.550 ; $19.710 ;
931;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;35;3499;M;Propia; $370.894 ; $74.179 ;
932;Disminuye Cupo;12;Buen Cliente;Independiente;Soltero;36;1732;F;Arrienda; $183.592 ; $36.718 ;
933;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;24;904;M;Arrienda; $95.824 ; $19.165 ;
934;Disminuye Cupo;12;Buen Cliente;Independiente;Soltero;27;4044;M;Arrienda; $428.664 ; $85.733 ;
935;Disminuye Cupo;16;Buen Cliente;Independiente;Casado;35;2218;M;Propia; $110.900 ; $22.180 ;
936;Disminuye Cupo;20;Buen Cliente;Independiente;Casado;34;2697;F;Propia; $134.850 ; $26.970 ;
937;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;28;1863;F;Arrienda; $197.478 ; $19.748 ;
938;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;37;1681;M;Propia; $178.186 ; $35.637 ;
939;Mantiene Cupo;24;Buen Cliente;Independiente;Casado;36;6250;M;Propia; $312.500 ; $62.500 ;
940;Mantiene Cupo;36;Buen Cliente;Independiente;Casado;54;8921;M;Propia; $446.050 ; $89.210 ;
941;Aumenta Cupo;37;Buen Cliente;Independiente;Casado;48;4072;M;Propia; $203.600 ; $40.720 ;
942;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;23;1619;M;Propia; $171.614 ; $34.323 ;
943;Aumenta Cupo;12;Mal Cliente;Dependiente;Soltero;28;1712;M;Propia; $181.472 ; $18.147 ;
944;Mantiene Cupo;36;Buen Cliente;Independiente;Casado;42;2631;M;Propia; $131.550 ; $26.310 ;
945;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;32;4207;M;Propia; $445.942 ; $44.594 ;
946;Mantiene Cupo;15;Mal Cliente;Independiente;Soltero;33;6754;M;Propia; $715.924 ; $143.185 ;
947;Aumenta Cupo;10;Buen Cliente;Dependiente;Soltero;30;1694;M;Propia; $179.564 ; $17.956 ;
948;Aumenta Cupo;30;Mal Cliente;Dependiente;Soltero;38;7926;F;Arrienda; $840.156 ; $84.016 ;
949;Disminuye Cupo;18;Mal Cliente;Independiente;Soltero;47;5041;M;Propia; $534.346 ; $106.869 ;
950;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;37;2374;F;Arrienda; $251.644 ; $25.164 ;
951;Mantiene Cupo;60;Buen Cliente;Dependiente;Casado;51;6045;M;Propia; $302.250 ; $30.225 ;
952;Mantiene Cupo;12;Buen Cliente;Independiente;Casado;30;3229;F;Propia; $161.450 ; $32.290 ;
953;Mantiene Cupo;21;Mal Cliente;Independiente;Soltero;30;3232;F;Arrienda; $342.592 ; $68.518 ;
954;Aumenta Cupo;51;Buen Cliente;Dependiente;Casado;47;2334;F;Arrienda; $116.700 ; $11.670 ;
955;Mantiene Cupo;12;Mal Cliente;Independiente;Casado;24;11504;F;Arrienda; $575.200 ; $115.040 ;
956;Disminuye Cupo;18;Buen Cliente;Dependiente;Casado;30;1788;F;Arrienda; $89.400 ; $8.940 ;
